market_id,ts,side,token_price,token_id,trade_signal,result_win,queue_ahead,filled,fill_fraction,filled_ts,pnl
btc-updown-5m-1773100800,1773101089,DOWN,0.02,81581307548314330992910663399763658654034400932194721632822405402116732846871,True,False,2952.93,0.0,0.0,,0.0
btc-updown-5m-1773101400,1773101682,UP,0.02,74916367936643573763404997448937420021268144235133677193771994887915958684362,True,False,1748.24,0.0,0.0,,0.0
btc-updown-5m-1773101700,1773101894,DOWN,0.02,29763605163403761678218952943562735815406060444356579254164477406033477849832,True,False,4565.92,0.0,0.0,,0.0
btc-updown-5m-1773102900,1773103153,DOWN,0.02,37738623587192852751052530280598938194214210858134929247056325731679651552993,True,False,380.56,500.0,1.0,1773103155,-10.0
btc-updown-5m-1773103500,1773103759,DOWN,0.02,594595152324457850223317988391405104414325285329789912945109307521771492513,True,False,1913.86,0.0,0.0,,0.0
btc-updown-5m-1773103500,1773103773,DOWN,0.02,594595152324457850223317988391405104414325285329789912945109307521771492513,True,False,688.23,0.0,0.0,,0.0
btc-updown-5m-1773103800,1773104025,UP,0.01,21324720362341402219905739944630922249228365905659194387564504109406662798632,True,False,8211.01,0.0,0.0,,0.0
btc-updown-5m-1773103800,1773104035,UP,0.02,21324720362341402219905739944630922249228365905659194387564504109406662798632,True,False,158.5,500.0,1.0,1773104041,-10.0
btc-updown-5m-1773103800,1773104045,UP,0.01,21324720362341402219905739944630922249228365905659194387564504109406662798632,True,False,3437.9,0.0,0.0,,0.0
btc-updown-5m-1773104100,1773104367,DOWN,0.02,48552888523473833444823046942019480835021711735391712973192047889165409336306,True,False,814.26,0.0,0.0,,0.0
btc-updown-5m-1773104400,1773104687,UP,0.02,100854370551860965725868436883656060603455411765288561746888034228107073670137,True,False,3189.53,0.0,0.0,,0.0
btc-updown-5m-1773104700,1773104915,DOWN,0.02,56877172548787482639428312309622630923440381730455343967142658797192909227777,True,False,1762.74,0.0,0.0,,0.0
btc-updown-5m-1773104700,1773104945,DOWN,0.02,56877172548787482639428312309622630923440381730455343967142658797192909227777,True,False,1203.14,0.0,0.0,,0.0
btc-updown-5m-1773104700,1773104955,DOWN,0.02,56877172548787482639428312309622630923440381730455343967142658797192909227777,True,False,471.27,500.0,1.0,1773104979,-10.0
btc-updown-5m-1773104700,1773104966,DOWN,0.02,56877172548787482639428312309622630923440381730455343967142658797192909227777,True,False,504.64,500.0,1.0,1773104979,-10.0
btc-updown-5m-1773106500,1773106720,UP,0.02,14253522306498045289412915787198017176315722512879665288382145421190574119174,True,False,25942.5,0.0,0.0,,0.0
btc-updown-5m-1773106500,1773106732,UP,0.01,14253522306498045289412915787198017176315722512879665288382145421190574119174,True,False,6804.61,0.0,0.0,,0.0
btc-updown-5m-1773106500,1773106753,UP,0.02,14253522306498045289412915787198017176315722512879665288382145421190574119174,True,False,75.0,500.0,1.0,1773106755,-10.0
btc-updown-5m-1773106500,1773106763,UP,0.02,14253522306498045289412915787198017176315722512879665288382145421190574119174,True,False,4733.88,0.0,0.0,,0.0
btc-updown-5m-1773107400,1773107589,DOWN,0.02,56255582375648963698148234567045611758390491305552362323264190340537773782905,True,False,26235.63,0.0,0.0,,0.0
btc-updown-5m-1773107400,1773107599,DOWN,0.02,56255582375648963698148234567045611758390491305552362323264190340537773782905,True,False,25699.02,0.0,0.0,,0.0
btc-updown-5m-1773107400,1773107621,DOWN,0.02,56255582375648963698148234567045611758390491305552362323264190340537773782905,True,False,19186.78,0.0,0.0,,0.0
btc-updown-5m-1773107400,1773107632,DOWN,0.02,56255582375648963698148234567045611758390491305552362323264190340537773782905,True,False,12416.32,0.0,0.0,,0.0
btc-updown-5m-1773107400,1773107642,DOWN,0.02,56255582375648963698148234567045611758390491305552362323264190340537773782905,True,False,6937.15,0.0,0.0,,0.0
btc-updown-5m-1773107400,1773107653,DOWN,0.01,56255582375648963698148234567045611758390491305552362323264190340537773782905,True,False,871.04,0.0,0.0,,0.0
btc-updown-5m-1773108300,1773108587,UP,0.02,98812673179996682387851023922110186469351607948395600639313851287216197477050,True,False,494.75,0.0,0.0,,0.0
btc-updown-5m-1773109500,1773109725,DOWN,0.01,105282937333892021425435173770939167306159444468691737627569029331386032333255,True,False,8685.87,0.0,0.0,,0.0
btc-updown-5m-1773109500,1773109735,DOWN,0.01,105282937333892021425435173770939167306159444468691737627569029331386032333255,True,False,7613.49,0.0,0.0,,0.0
btc-updown-5m-1773110100,1773110390,DOWN,0.01,100492710047915777154362461762959449370548847229922549397439614324504933234352,True,False,8188.88,0.0,0.0,,0.0
btc-updown-5m-1773110400,1773110586,DOWN,0.01,26561739868262090248849994485745930964145036981693475091663943539537080506149,True,False,1338.31,0.0,0.0,,0.0
btc-updown-5m-1773110400,1773110596,DOWN,0.01,26561739868262090248849994485745930964145036981693475091663943539537080506149,True,False,601.27,0.0,0.0,,0.0
btc-updown-5m-1773110700,1773110959,DOWN,0.02,97855590417883255926854198703498741136975575656537200396530511206353335142752,True,False,683.32,0.0,0.0,,0.0
btc-updown-5m-1773111000,1773111181,UP,0.02,74759803838538551587822688351010946394052928246337567125209130538845237804100,True,False,2406.11,0.0,0.0,,0.0
btc-updown-5m-1773111000,1773111191,UP,0.01,74759803838538551587822688351010946394052928246337567125209130538845237804100,True,False,11886.05,0.0,0.0,,0.0
btc-updown-5m-1773111600,1773111834,UP,0.01,21865983495908110820346259892291497314682182820191511622629596646749672595065,True,False,5402.33,0.0,0.0,,0.0
btc-updown-5m-1773111900,1773112137,DOWN,0.02,35519868928978788861321606872242439417425445100787310741715836263874636730589,True,False,4399.22,0.0,0.0,,0.0
btc-updown-5m-1773111900,1773112149,DOWN,0.01,35519868928978788861321606872242439417425445100787310741715836263874636730589,True,False,10289.23,0.0,0.0,,0.0
btc-updown-5m-1773114300,1773114488,UP,0.01,23127687376765472322961398006157231676504029182294247935818909546079389687530,True,False,42670.67,0.0,0.0,,0.0
btc-updown-5m-1773114300,1773114499,UP,0.01,23127687376765472322961398006157231676504029182294247935818909546079389687530,True,False,40063.77,0.0,0.0,,0.0
