market_id,ts,window_start_ts,window_end_ts,side,token_price,chainlink_open_price,chainlink_ref_price,chainlink_close_price,binance_mid_price,sigma_intraround_per_s,sigma_hourly_per_s,hour_return,orderbook_imbalance,bid_depth_1,ask_depth_1,source,condition_id,token_id,settled_side,queue_ahead,best_ask
1775563,1774872585,1774872300,1774872600,DOWN,0.014999999664723873,67731.49,67797.45,67841.97,,0.00016426436614472376,0.00016051216083413325,0.004906675622994072,0.0,0.0,0.0,hf_aliplayer_full_duckdb,0xba704b864f81de7228bea0885d9fc454f73e4401bfd2d29557d1cc6092285f82,106184450120067960865357664459602993665410428680046598009251138568677304107118,UP,0.0,0.23
1776123,1774877014,1774876800,1774877100,DOWN,0.014999999664723873,67951.19,68020.659576012,67985.71019743015,,0.00017797263863315613,0.00014188594806038303,0.00215969348162659,0.0,0.0,0.0,hf_aliplayer_full_duckdb,0xff110390252594146ecb1b753d12857eff91f19fbc441bbaeaf92d9424de8e8a,94839661120104189222105887015975579692230812407526145731770587149067148201241,UP,0.0,0.5
1776123,1774877076,1774876800,1774877100,DOWN,0.014999999664723873,67951.19,68026.37595164018,67985.71019743015,,0.00016204336572457395,0.0001419607664166135,0.002017455629085063,0.0,0.0,0.0,hf_aliplayer_full_duckdb,0xff110390252594146ecb1b753d12857eff91f19fbc441bbaeaf92d9424de8e8a,94839661120104189222105887015975579692230812407526145731770587149067148201241,UP,0.0,0.5
1776197,1774877388,1774877100,1774877400,UP,0.014999999664723873,67985.71019743015,67836.12751759717,67844.61,,7.812951502629251e-05,0.00013779236760774752,0.0004337496707780275,0.0,0.0,0.0,hf_aliplayer_full_duckdb,0x26cdf5dc4bff73f94708e48336ed524507edf992d113c9f1c718221bef5d1fb9,94329073598407962935023966246145561246049230004205946119048604345392730920356,DOWN,0.0,0.51
1776249,1774878276,1774878000,1774878300,UP,0.014999999664723873,67831.69018258661,67708.343,67659.56,,9.317745379520544e-05,0.0001347399555903991,-0.0015792832045953276,-0.0027476223949459296,11895.72,11961.27,hf_aliplayer_full_duckdb,0xc6b267d21f25a44942d5586ceb7981c97b71ff7d5d515ced88629542d4df0e37,29922901683645182912448268399823345758365671726178915448990290771120753019600,DOWN,0.0,0.51
1776249,1774878285,1774878000,1774878300,UP,0.014999999664723873,67831.69018258661,67698.31,67659.56,,9.341942051969937e-05,0.0001347841749760706,-0.0018184954653808205,-0.0027476223949459296,11895.72,11961.27,hf_aliplayer_full_duckdb,0xc6b267d21f25a44942d5586ceb7981c97b71ff7d5d515ced88629542d4df0e37,29922901683645182912448268399823345758365671726178915448990290771120753019600,DOWN,0.0,0.51
1776764,1774880079,1774879800,1774880100,DOWN,0.014999999664723873,67574.197,67614.6146961657,67624.75,,0.00019794730735697263,0.00014844838849933445,-0.0038581169549090077,0.0,0.0,0.0,hf_aliplayer_full_duckdb,0x282333f700c6469c470aee5dc96ce98a0b95927f7b84b1b899a52f3f01cc30a2,76073935389580320392750512039663387884051715429284351205510048083234516829106,UP,0.0,0.5
1776764,1774880085,1774879800,1774880100,DOWN,0.014999999664723873,67574.197,67623.58,67624.75,,0.00019814597460398798,0.0001484684946996763,-0.0037384236459860887,0.0,0.0,0.0,hf_aliplayer_full_duckdb,0x282333f700c6469c470aee5dc96ce98a0b95927f7b84b1b899a52f3f01cc30a2,76073935389580320392750512039663387884051715429284351205510048083234516829106,UP,0.0,0.5
1776986,1774881518,1774881300,1774881600,UP,0.014999999664723873,67181.26,67224.81,67269.10307742366,,0.00017329197540246928,0.00014177992716689559,-0.009708979268088669,-0.0023517590204990457,13721.19,13785.88,hf_aliplayer_full_duckdb,0xf41567e42b280e281444b6af03c314af91c7044f0d82679c51c1379d4b3fc74c,78120547035576477622751865109414318393347058987115322830214667419470485011967,UP,0.0,0.51
1776986,1774881529,1774881300,1774881600,UP,0.014999999664723873,67181.26,67228.07,67269.10307742366,,0.00017202888954819133,0.00014174957304611893,-0.010193850572077778,-0.0023517590204990457,13721.19,13785.88,hf_aliplayer_full_duckdb,0xf41567e42b280e281444b6af03c314af91c7044f0d82679c51c1379d4b3fc74c,78120547035576477622751865109414318393347058987115322830214667419470485011967,UP,0.0,0.51
1776995,1774881884,1774881600,1774881900,UP,0.014999999664723873,67269.10307742366,67089.22,67075.26609249656,,7.645411554642219e-05,0.0001397138246440957,-0.009337481603889586,0.0,0.0,0.0,hf_aliplayer_full_duckdb,0xa15ac8c1dd5c389d79a4dcfa8fb7f710d9f91ac5af99a113921890f38f00302e,70429282747100828061495148589625034470665660560296719952155942002923293371319,DOWN,0.0,0.51
1776995,1774881887,1774881600,1774881900,UP,0.014999999664723873,67269.10307742366,67092.39635,67075.26609249656,,7.646736490504157e-05,0.0001397133021327311,-0.009253896369381565,0.0,0.0,0.0,hf_aliplayer_full_duckdb,0xa15ac8c1dd5c389d79a4dcfa8fb7f710d9f91ac5af99a113921890f38f00302e,70429282747100828061495148589625034470665660560296719952155942002923293371319,DOWN,0.0,0.51
1777027,1774882178,1774881900,1774882200,DOWN,0.014999999664723873,67075.26609249656,67230.798,67192.38858174675,,0.0002190467865967149,0.00014742838169916098,-0.005796234349435991,0.0001913771576817643,13065.71,13060.71,hf_aliplayer_full_duckdb,0x17cf7a2cb8d63ee7ba2bd1e1db81536d4421b24b671800c4686dba0a024e5850,30146969789377203987407766980145114242904949133461470983004319140257205188457,UP,0.0,0.5
