market_id,ts,window_start_ts,window_end_ts,side,token_price,chainlink_open_price,chainlink_ref_price,chainlink_close_price,binance_mid_price,sigma_intraround_per_s,sigma_hourly_per_s,hour_return,orderbook_imbalance,bid_depth_1,ask_depth_1,source,condition_id,token_id,settled_side,queue_ahead,best_ask
btc-updown-5m-1772769900,1772770180,1772769900,1772770200,UP,0.01,71098.97,70977.25,71098.89890103,70977.25,6.929491327345053e-05,5.809749763883618e-05,0.0,-0.5198087935732723,6344.74,27.27,hf_brock_public_smoke:binance_ref:gamma_price_to_beat:resolution_label,0x0d1c713a1a1683100b0ad186477186be13932ee1679f4d233be5007841fd18e3,61836691805488288262630049894693176756889798809289961300388943399272095742950,DOWN,6344.74,0.89
btc-updown-5m-1772770200,1772770453,1772770200,1772770500,UP,0.02,70926.28,70910.91,70926.20907371999,70910.91,4.543192607168737e-05,5.638166005712475e-05,0.0,-0.24581754605608053,3344.51,626.54,hf_brock_public_smoke:binance_ref:gamma_price_to_beat:resolution_label,0x4e15ebc1e9386375a7fb9f18d7dec175deef4066b81f9f959f326c9c10e2265e,82887012790775373046725033913310929011417124322642390322279609782539875551052,DOWN,3344.51,0.89
btc-updown-5m-1772770200,1772770463,1772770200,1772770500,UP,0.01,70926.28,70910.91,70926.20907371999,70910.91,4.543192607168737e-05,5.638166005712475e-05,0.0,-0.5020830899817,6266.12,626.54,hf_brock_public_smoke:binance_ref:gamma_price_to_beat:resolution_label,0x4e15ebc1e9386375a7fb9f18d7dec175deef4066b81f9f959f326c9c10e2265e,82887012790775373046725033913310929011417124322642390322279609782539875551052,DOWN,6266.12,0.89
btc-updown-5m-1772771100,1772771358,1772771100,1772771400,UP,0.02,70949.1,70871.89,70949.0290509,70871.89,7.596938734568072e-05,5.741458573519879e-05,0.0,-0.2780724914966656,2681.98,130.16,hf_brock_public_smoke:binance_ref:gamma_price_to_beat:resolution_label,0x3f0a14404063bd32c6a3efe3453e3b97647e7657439b31d50525f80acd63b098,28712465229261969037644426226797606725913463599893592991022063157626947720660,DOWN,2681.98,0.9
btc-updown-5m-1772771700,1772771897,1772771700,1772772000,UP,0.01,70874.33,70743.54,70874.25912567,70743.54,3.27629269677406e-05,6.452396454731012e-05,-0.005478892617457376,-0.49873697388781524,7795.61,197.5,hf_brock_public_smoke:binance_ref:gamma_price_to_beat:resolution_label,0x16afa28d2a4276c78af342bf2ee74b6a66b7abed467189ec5334ea96b0467d3c,40031055467205736034880694282133782218748053031981863764095149257352551934144,DOWN,7795.61,0.9
btc-updown-5m-1772771700,1772771908,1772771700,1772772000,UP,0.01,70874.33,70743.54,70874.25912567,70743.54,3.27629269677406e-05,6.452396454731012e-05,-0.005478892617457376,-0.5696506172332354,6390.4,197.5,hf_brock_public_smoke:binance_ref:gamma_price_to_beat:resolution_label,0x16afa28d2a4276c78af342bf2ee74b6a66b7abed467189ec5334ea96b0467d3c,40031055467205736034880694282133782218748053031981863764095149257352551934144,DOWN,6390.4,0.9
btc-updown-5m-1772772000,1772772181,1772772000,1772772300,UP,0.01,70410.25,70468.52,70410.17958975,70468.52,0.00026536394853472495,9.72660302066965e-05,-0.009116450485821659,-0.4536980991052801,9129.15,242.71,hf_brock_public_smoke:binance_ref:gamma_price_to_beat:resolution_label,0xf5c8454c9ae6f53cf186b4f4482e5398fdab7b56495a2fe604e31263d1750bc7,9514896778010508227674578675170271080829711759385191576096943959628056369709,DOWN,9129.15,0.9
btc-updown-5m-1772772000,1772772191,1772772000,1772772300,UP,0.02,70410.25,70468.52,70410.17958975,70468.52,0.00026536394853472495,9.72660302066965e-05,-0.009116450485821659,-0.5406003737683607,105.75,742.69,hf_brock_public_smoke:binance_ref:gamma_price_to_beat:resolution_label,0xf5c8454c9ae6f53cf186b4f4482e5398fdab7b56495a2fe604e31263d1750bc7,9514896778010508227674578675170271080829711759385191576096943959628056369709,DOWN,105.75,0.9
btc-updown-5m-1772772000,1772772203,1772772000,1772772300,UP,0.02,70410.25,70468.52,70410.17958975,70468.52,0.00026536394853472495,9.72660302066965e-05,-0.009116450485821659,-0.4762718809235188,1529.54,743.59,hf_brock_public_smoke:binance_ref:gamma_price_to_beat:resolution_label,0xf5c8454c9ae6f53cf186b4f4482e5398fdab7b56495a2fe604e31263d1750bc7,9514896778010508227674578675170271080829711759385191576096943959628056369709,DOWN,1529.54,0.9
btc-updown-5m-1772772000,1772772213,1772772000,1772772300,UP,0.01,70410.25,70468.52,70410.17958975,70468.52,0.00026536394853472495,9.72660302066965e-05,-0.009116450485821659,-0.6776918689133431,4644.66,743.59,hf_brock_public_smoke:binance_ref:gamma_price_to_beat:resolution_label,0xf5c8454c9ae6f53cf186b4f4482e5398fdab7b56495a2fe604e31263d1750bc7,9514896778010508227674578675170271080829711759385191576096943959628056369709,DOWN,4644.66,0.9
